training	CCC	1.37e+02	2.50e+02	0.6990000000000001	0.7006908
training	CCC	1.63e+02	2.50e+02	0.672	0.6744141
training	CCC	1.90e+02	2.50e+02	0.645	0.64728045
training	CCC	2.16e+02	2.50e+02	0.62	0.6209306
training	CCC	2.43e+02	2.50e+02	0.593	0.5929878
training	CCC	2.69e+02	2.50e+02	0.565	0.56521547
training	CCC	2.96e+02	2.50e+02	0.535	0.5351671
training	CCC	1.10e+02	5.00e+02	0.736	0.7360297
training	CCC	1.37e+02	5.00e+02	0.708	0.7099576
training	CCC	1.63e+02	5.00e+02	0.6829999999999999	0.6855672
training	CCC	1.90e+02	5.00e+02	0.6579999999999999	0.6607809
training	CCC	2.16e+02	5.00e+02	0.635	0.6372124
training	CCC	2.43e+02	5.00e+02	0.612	0.61286265
training	CCC	2.69e+02	5.00e+02	0.59	0.5893943
training	CCC	1.10e+02	7.50e+02	0.7440000000000001	0.7430546
training	CCC	1.37e+02	7.50e+02	0.718	0.7182087
training	CCC	1.63e+02	7.50e+02	0.6940000000000001	0.6951714
training	CCC	1.90e+02	7.50e+02	0.67	0.6719637
training	CCC	2.43e+02	7.50e+02	0.627	0.62795645
training	CCC	2.69e+02	7.50e+02	0.607	0.6069339
training	CCC	2.96e+02	7.50e+02	0.588	0.5854146
training	CCC	1.10e+02	1.00e+03	0.748	0.74824244
training	CCC	1.37e+02	1.00e+03	0.725	0.72570574
training	CCC	1.90e+02	1.00e+03	0.6809999999999999	0.68184996
training	CCC	2.16e+02	1.00e+03	0.6609999999999999	0.66126823
training	CCC	2.43e+02	1.00e+03	0.6409999999999999	0.6405022
training	CCC	2.69e+02	1.00e+03	0.622	0.62104404
training	CCC	2.96e+02	1.00e+03	0.604	0.601366
training	CCCC	2.11e+02	1.00e+00	0.6659999999999999	0.66883564
training	CCCC	2.37e+02	1.00e+00	0.638	0.64010143
training	CCCC	2.63e+02	1.00e+00	0.608	0.60987204
training	CCCC	2.89e+02	1.00e+00	0.5770000000000001	0.57757884
training	CCCC	3.14e+02	1.00e+00	0.544	0.5439967
training	CCCC	3.40e+02	1.00e+00	0.505	0.5057333
training	CCCC	1.86e+02	5.00e+01	0.696	0.6985484
training	CCCC	2.11e+02	5.00e+01	0.67	0.672644
training	CCCC	2.63e+02	5.00e+01	0.615	0.61628187
training	CCCC	3.14e+02	5.00e+01	0.555	0.55480766
training	CCCC	3.40e+02	5.00e+01	0.519	0.5198487
training	CCCC	1.86e+02	1.00e+02	0.6990000000000001	0.70142686
training	CCCC	2.37e+02	1.00e+02	0.648	0.64962566
training	CCCC	2.63e+02	1.00e+02	0.621	0.6221674
training	CCCC	2.89e+02	1.00e+02	0.594	0.5935023
training	CCCC	3.14e+02	1.00e+02	0.565	0.56443673
training	CCCC	1.86e+02	2.50e+02	0.706	0.7092469
training	CCCC	2.11e+02	2.50e+02	0.6829999999999999	0.6858132
training	CCCC	2.37e+02	2.50e+02	0.66	0.66146576
training	CCCC	2.63e+02	2.50e+02	0.636	0.63690513
training	CCCC	3.14e+02	2.50e+02	0.588	0.58727384
training	CCCC	1.60e+02	5.00e+02	0.742	0.74343187
training	CCCC	2.11e+02	5.00e+02	0.696	0.69904447
training	CCCC	2.37e+02	5.00e+02	0.674	0.6771332
training	CCCC	2.63e+02	5.00e+02	0.653	0.65551734
training	CCCC	3.14e+02	5.00e+02	0.614	0.6135669
training	CCCC	3.40e+02	5.00e+02	0.594	0.5922365
training	CCCC	1.60e+02	7.50e+02	0.752	0.7522262
training	CCCC	2.37e+02	7.50e+02	0.688	0.6900647
training	CCCC	2.63e+02	7.50e+02	0.6679999999999999	0.6702298
training	CCCC	2.89e+02	7.50e+02	0.65	0.6508458
training	CCCC	3.40e+02	7.50e+02	0.615	0.6139339
training	CCCC	1.60e+02	1.00e+03	0.758	0.7606617
training	CCCC	2.11e+02	1.00e+03	0.72	0.72080517
training	CCCC	2.37e+02	1.00e+03	0.701	0.7015508
training	CCCC	2.63e+02	1.00e+03	0.682	0.68292093
training	CCCC	3.14e+02	1.00e+03	0.649	0.648011
training	CCCC	3.40e+02	1.00e+03	0.632	0.63097614
training	CC(C)C	1.38e+02	1.00e+00	0.738	0.7372241
training	CC(C)C	1.65e+02	1.00e+00	0.7090000000000001	0.709484
training	CC(C)C	1.92e+02	1.00e+00	0.6809999999999999	0.68158084
training	CC(C)C	2.19e+02	1.00e+00	0.652	0.65295184
training	CC(C)C	2.45e+02	1.00e+00	0.623	0.6241447
training	CC(C)C	2.72e+02	1.00e+00	0.5920000000000001	0.5923443
training	CC(C)C	2.99e+02	1.00e+00	0.5579999999999999	0.5579548
training	CC(C)C	1.65e+02	5.00e+01	0.7120000000000001	0.71213174
training	CC(C)C	1.92e+02	5.00e+01	0.684	0.6849879
training	CC(C)C	2.72e+02	5.00e+01	0.599	0.59987694
training	CC(C)C	2.99e+02	5.00e+01	0.568	0.567888
training	CC(C)C	1.38e+02	1.00e+02	0.741	0.74134713
training	CC(C)C	1.65e+02	1.00e+02	0.7140000000000001	0.714697
training	CC(C)C	2.45e+02	1.00e+02	0.634	0.6351669
training	CC(C)C	2.72e+02	1.00e+02	0.606	0.60672414
training	CC(C)C	2.99e+02	1.00e+02	0.5760000000000001	0.5767702
training	CC(C)C	3.26e+02	1.00e+02	0.544	0.5448413
training	CC(C)C	1.38e+02	2.50e+02	0.747	0.74706006
training	CC(C)C	1.65e+02	2.50e+02	0.721	0.7217511
training	CC(C)C	2.45e+02	2.50e+02	0.647	0.64857846
training	CC(C)C	3.26e+02	2.50e+02	0.57	0.5716175
training	CC(C)C	1.38e+02	5.00e+02	0.7559999999999999	0.7557466
training	CC(C)C	1.65e+02	5.00e+02	0.731	0.7320993
training	CC(C)C	1.92e+02	5.00e+02	0.708	0.7092283
training	CC(C)C	2.45e+02	5.00e+02	0.664	0.66583794
training	CC(C)C	2.72e+02	5.00e+02	0.642	0.6442079
training	CC(C)C	3.26e+02	5.00e+02	0.6	0.6013569
training	CC(C)C	1.38e+02	7.50e+02	0.765	0.7638649
training	CC(C)C	1.92e+02	7.50e+02	0.7190000000000001	0.71993154
training	CC(C)C	2.19e+02	7.50e+02	0.698	0.69914055
training	CC(C)C	2.45e+02	7.50e+02	0.6779999999999999	0.67970824
training	CC(C)C	2.72e+02	7.50e+02	0.6579999999999999	0.660057
training	CC(C)C	3.26e+02	7.50e+02	0.621	0.6221227
training	CC(C)C	1.38e+02	1.00e+03	0.77	0.77128184
training	CC(C)C	2.45e+02	1.00e+03	0.69	0.69179505
training	CC(C)C	2.72e+02	1.00e+03	0.672	0.67344904
training	CC(C)C	3.26e+02	1.00e+03	0.637	0.63855684
training	CCCCC	1.68e+02	1.00e+00	0.7509999999999999	0.75238645
training	CCCCC	1.98e+02	1.00e+00	0.72	0.72289646
training	CCCCC	2.27e+02	1.00e+00	0.6920000000000001	0.69427603
training	CCCCC	3.17e+02	1.00e+00	0.597	0.59859204
training	CCCCC	3.46e+02	1.00e+00	0.562	0.56350106
training	CCCCC	3.76e+02	1.00e+00	0.523	0.52377576
training	CCCCC	1.68e+02	5.00e+01	0.753	0.75451887
training	CCCCC	1.98e+02	5.00e+01	0.7240000000000001	0.72567385
training	CCCCC	2.27e+02	5.00e+01	0.696	0.6978755
training	CCCCC	2.57e+02	5.00e+01	0.667	0.66867816
training	CCCCC	2.87e+02	5.00e+01	0.637	0.63851917
training	CCCCC	3.17e+02	5.00e+01	0.606	0.60687864
training	CCCCC	1.68e+02	1.00e+02	0.7559999999999999	0.7566101
training	CCCCC	2.27e+02	1.00e+02	0.7	0.7012981
training	CCCCC	2.87e+02	1.00e+02	0.644	0.64426965
training	CCCCC	3.17e+02	1.00e+02	0.614	0.6143647
training	CCCCC	3.46e+02	1.00e+02	0.583	0.58402467
training	CCCCC	1.68e+02	2.50e+02	0.762	0.76248765
training	CCCCC	1.98e+02	2.50e+02	0.7340000000000001	0.7357092
training	CCCCC	2.27e+02	2.50e+02	0.7090000000000001	0.7104206
training	CCCCC	2.57e+02	2.50e+02	0.684	0.6845526
training	CCCCC	2.87e+02	2.50e+02	0.6579999999999999	0.658694
training	CCCCC	3.46e+02	2.50e+02	0.607	0.60687894
training	CCCCC	3.76e+02	2.50e+02	0.579	0.57956004
training	CCCCC	1.98e+02	5.00e+02	0.745	0.7464545
training	CCCCC	2.27e+02	5.00e+02	0.722	0.72319436
training	CCCCC	3.17e+02	5.00e+02	0.654	0.6545641
training	CCCCC	3.76e+02	5.00e+02	0.612	0.611126
training	CCCCC	1.68e+02	7.50e+02	0.782	0.77979064
training	CCCCC	2.57e+02	7.50e+02	0.7120000000000001	0.71255934
training	CCCCC	2.87e+02	7.50e+02	0.691	0.6915748
training	CCCCC	3.17e+02	7.50e+02	0.6709999999999999	0.6712495
training	CCCCC	3.46e+02	7.50e+02	0.652	0.6521522
training	CCCCC	3.76e+02	7.50e+02	0.634	0.6328934
training	CCCCC	1.68e+02	1.00e+03	0.787	0.78787947
training	CCCCC	2.87e+02	1.00e+03	0.705	0.7042264
training	CCCCC	3.46e+02	1.00e+03	0.6679999999999999	0.6676407
training	CCCCC	3.76e+02	1.00e+03	0.652	0.65002966
training	CCC(C)C	1.38e+02	1.00e+00	0.78	0.7795304
training	CCC(C)C	1.71e+02	1.00e+00	0.746	0.7467153
training	CCC(C)C	2.04e+02	1.00e+00	0.713	0.71420556
training	CCC(C)C	2.69e+02	1.00e+00	0.6459999999999999	0.6481229
training	CCC(C)C	3.35e+02	1.00e+00	0.573	0.5725991
training	CCC(C)C	1.38e+02	5.00e+01	0.782	0.78129894
training	CCC(C)C	2.04e+02	5.00e+01	0.716	0.71724796
training	CCC(C)C	2.37e+02	5.00e+01	0.684	0.68536264
training	CCC(C)C	2.69e+02	5.00e+01	0.652	0.65363044
training	CCC(C)C	3.02e+02	5.00e+01	0.618	0.6193801
training	CCC(C)C	3.35e+02	5.00e+01	0.583	0.58284616
training	CCC(C)C	3.68e+02	5.00e+01	0.545	0.54318774
training	CCC(C)C	1.38e+02	1.00e+02	0.7829999999999999	0.7830273
training	CCC(C)C	2.04e+02	1.00e+02	0.72	0.7201736
training	CCC(C)C	2.37e+02	1.00e+02	0.688	0.6892284
training	CCC(C)C	2.69e+02	1.00e+02	0.6579999999999999	0.65873116
training	CCC(C)C	3.02e+02	1.00e+02	0.626	0.62620175
training	CCC(C)C	3.35e+02	1.00e+02	0.5920000000000001	0.59198534
training	CCC(C)C	1.38e+02	2.50e+02	0.7879999999999999	0.7878858
training	CCC(C)C	1.71e+02	2.50e+02	0.757	0.757454
training	CCC(C)C	2.04e+02	2.50e+02	0.727	0.72812515
training	CCC(C)C	2.37e+02	2.50e+02	0.6990000000000001	0.6993975
training	CCC(C)C	2.69e+02	2.50e+02	0.6709999999999999	0.671713
training	CCC(C)C	3.02e+02	2.50e+02	0.643	0.6429817
training	CCC(C)C	3.35e+02	2.50e+02	0.614	0.61373013
training	CCC(C)C	3.68e+02	2.50e+02	0.585	0.5836184
training	CCC(C)C	1.38e+02	5.00e+02	0.7959999999999999	0.7955238
training	CCC(C)C	3.68e+02	5.00e+02	0.616	0.61457264
training	CCC(C)C	1.38e+02	7.50e+02	0.805	0.80291176
training	CCC(C)C	1.71e+02	7.50e+02	0.7759999999999999	0.77568376
training	CCC(C)C	2.04e+02	7.50e+02	0.75	0.7498975
training	CCC(C)C	2.37e+02	7.50e+02	0.725	0.72529346
training	CCC(C)C	2.69e+02	7.50e+02	0.7020000000000001	0.7023775
training	CCC(C)C	3.02e+02	7.50e+02	0.679	0.67957336
training	CCC(C)C	3.68e+02	7.50e+02	0.637	0.63604474
training	CCC(C)C	1.38e+02	1.00e+03	0.81	0.80850035
training	CCC(C)C	2.04e+02	1.00e+03	0.76	0.7595498
training	CCC(C)C	2.37e+02	1.00e+03	0.737	0.73616844
training	CCC(C)C	2.69e+02	1.00e+03	0.715	0.71453524
training	CC(C)(C)C	2.81e+02	1.00e+00	0.625	0.62611914
training	CC(C)(C)C	3.00e+02	1.00e+00	0.602	0.6035142
training	CC(C)(C)C	3.19e+02	1.00e+00	0.578	0.5796216
training	CC(C)(C)C	3.28e+02	1.00e+00	0.5670000000000001	0.5677754
training	CC(C)(C)C	3.38e+02	1.00e+00	0.5529999999999999	0.5541603
training	CC(C)(C)C	3.47e+02	1.00e+00	0.539	0.54145986
training	CC(C)(C)C	2.81e+02	5.00e+01	0.632	0.63308966
training	CC(C)(C)C	2.90e+02	5.00e+01	0.622	0.6231389
training	CC(C)(C)C	3.00e+02	5.00e+01	0.611	0.61184955
training	CC(C)(C)C	3.09e+02	5.00e+01	0.601	0.60145664
training	CC(C)(C)C	3.19e+02	5.00e+01	0.589	0.58962286
training	CC(C)(C)C	3.28e+02	5.00e+01	0.578	0.57868916
training	CC(C)(C)C	3.38e+02	5.00e+01	0.5660000000000001	0.56619406
training	CC(C)(C)C	3.47e+02	5.00e+01	0.5539999999999999	0.5546071
training	CC(C)(C)C	2.81e+02	1.00e+02	0.639	0.63952035
training	CC(C)(C)C	3.00e+02	1.00e+02	0.619	0.6194441
training	CC(C)(C)C	3.09e+02	1.00e+02	0.609	0.6096839
training	CC(C)(C)C	3.28e+02	1.00e+02	0.589	0.58845156
training	CC(C)(C)C	3.38e+02	1.00e+02	0.5770000000000001	0.5768876
training	CC(C)(C)C	2.81e+02	2.50e+02	0.654	0.6558007
training	CC(C)(C)C	2.90e+02	2.50e+02	0.6459999999999999	0.64752024
training	CC(C)(C)C	3.00e+02	2.50e+02	0.637	0.638257
training	CC(C)(C)C	3.09e+02	2.50e+02	0.63	0.6298541
training	CC(C)(C)C	3.19e+02	2.50e+02	0.621	0.62043273
training	CC(C)(C)C	3.28e+02	2.50e+02	0.613	0.61186755
training	CC(C)(C)C	3.38e+02	2.50e+02	0.604	0.602243
training	CC(C)(C)C	3.47e+02	2.50e+02	0.595	0.59347355
training	CC(C)(C)C	3.00e+02	5.00e+02	0.66	0.6617646
training	CC(C)(C)C	3.09e+02	5.00e+02	0.653	0.6546345
training	CC(C)(C)C	3.19e+02	5.00e+02	0.6459999999999999	0.6467252
training	CC(C)(C)C	3.38e+02	5.00e+02	0.632	0.6317172
training	CC(C)(C)C	3.47e+02	5.00e+02	0.625	0.6246089
training	CC(C)(C)C	2.81e+02	7.50e+02	0.693	0.6940302
training	CC(C)(C)C	2.90e+02	7.50e+02	0.6859999999999999	0.6875071
training	CC(C)(C)C	3.00e+02	7.50e+02	0.6779999999999999	0.6803171
training	CC(C)(C)C	3.09e+02	7.50e+02	0.672	0.6738955
training	CC(C)(C)C	3.19e+02	7.50e+02	0.665	0.6668122
training	CC(C)(C)C	3.28e+02	7.50e+02	0.659	0.66048133
training	CC(C)(C)C	3.38e+02	7.50e+02	0.652	0.6534932
training	CC(C)(C)C	2.90e+02	1.00e+03	0.6990000000000001	0.7030866
training	CC(C)(C)C	3.00e+02	1.00e+03	0.693	0.6963821
training	CC(C)(C)C	3.09e+02	1.00e+03	0.687	0.69041175
training	CC(C)(C)C	3.19e+02	1.00e+03	0.6809999999999999	0.68384635
training	CC(C)(C)C	3.28e+02	1.00e+03	0.6759999999999999	0.6779971
training	CC(C)(C)C	3.47e+02	1.00e+03	0.664	0.6658262
training	C1CCCCC1	4.04e+02	1.00e+00	0.653	0.6560271
training	C1CCCCC1	3.05e+02	5.00e+01	0.774	0.7727765
training	C1CCCCC1	3.44e+02	5.00e+01	0.733	0.7328771
training	C1CCCCC1	3.64e+02	5.00e+01	0.711	0.7116906
training	C1CCCCC1	3.84e+02	5.00e+01	0.688	0.68983996
training	C1CCCCC1	4.43e+02	5.00e+01	0.613	0.62042373
training	C1CCCCC1	3.05e+02	1.00e+02	0.779	0.7773559
training	C1CCCCC1	3.25e+02	1.00e+02	0.758	0.7578491
training	C1CCCCC1	3.44e+02	1.00e+02	0.7390000000000001	0.7390668
training	C1CCCCC1	3.64e+02	1.00e+02	0.718	0.7189364
training	C1CCCCC1	3.84e+02	1.00e+02	0.6970000000000001	0.6983336
training	C1CCCCC1	4.04e+02	1.00e+02	0.675	0.6771437
training	C1CCCCC1	4.23e+02	1.00e+02	0.653	0.65640026
training	C1CCCCC1	3.25e+02	2.50e+02	0.772	0.77165097
training	C1CCCCC1	3.44e+02	2.50e+02	0.755	0.75475585
training	C1CCCCC1	3.84e+02	2.50e+02	0.7190000000000001	0.71898985
training	C1CCCCC1	4.04e+02	2.50e+02	0.701	0.700892
training	C1CCCCC1	4.23e+02	2.50e+02	0.6829999999999999	0.6834907
training	C1CCCCC1	4.43e+02	2.50e+02	0.6629999999999999	0.6649109
training	C1CCCCC1	3.25e+02	5.00e+02	0.792	0.7902627
training	C1CCCCC1	3.84e+02	5.00e+02	0.745	0.7441848
training	C1CCCCC1	4.23e+02	5.00e+02	0.715	0.71443105
training	C1CCCCC1	3.05e+02	7.50e+02	0.825	0.82104415
training	C1CCCCC1	3.25e+02	7.50e+02	0.81	0.80613315
training	C1CCCCC1	3.64e+02	7.50e+02	0.78	0.777921
training	C1CCCCC1	4.04e+02	7.50e+02	0.7509999999999999	0.75003994
training	C1CCCCC1	4.23e+02	7.50e+02	0.738	0.7371271
training	C1CCCCC1	3.25e+02	1.00e+03	0.821	0.820657
training	C1CCCCC1	3.44e+02	1.00e+03	0.809	0.80755776
training	C1CCCCC1	4.04e+02	1.00e+03	0.769	0.7680365
training	C1CCCCC1	4.23e+02	1.00e+03	0.758	0.75605446
training	CCCCCC	2.32e+02	1.00e+00	0.72	0.7207805
training	CCCCCC	2.61e+02	1.00e+00	0.6920000000000001	0.6933964
training	CCCCCC	3.19e+02	1.00e+00	0.635	0.6360349
training	CCCCCC	3.77e+02	1.00e+00	0.57	0.5717668
training	CCCCCC	4.06e+02	1.00e+00	0.534	0.5361581
training	CCCCCC	2.32e+02	5.00e+01	0.723	0.72412014
training	CCCCCC	2.61e+02	5.00e+01	0.6970000000000001	0.6976556
training	CCCCCC	3.19e+02	5.00e+01	0.642	0.64307815
training	CCCCCC	3.48e+02	5.00e+01	0.613	0.61412495
training	CCCCCC	3.77e+02	5.00e+01	0.5820000000000001	0.5834456
training	CCCCCC	2.03e+02	1.00e+02	0.752	0.7531491
training	CCCCCC	2.32e+02	1.00e+02	0.726	0.7273181
training	CCCCCC	2.61e+02	1.00e+02	0.701	0.7016679
training	CCCCCC	2.90e+02	1.00e+02	0.675	0.67584085
training	CCCCCC	3.19e+02	1.00e+02	0.649	0.6494926
training	CCCCCC	3.48e+02	1.00e+02	0.622	0.6222742
training	CCCCCC	3.77e+02	1.00e+02	0.593	0.593811
training	CCCCCC	4.06e+02	1.00e+02	0.561	0.5636773
training	CCCCCC	2.03e+02	2.50e+02	0.759	0.76024735
training	CCCCCC	2.90e+02	2.50e+02	0.688	0.6887468
training	CCCCCC	3.48e+02	2.50e+02	0.642	0.6418538
training	CCCCCC	3.77e+02	2.50e+02	0.618	0.6180048
training	CCCCCC	4.06e+02	2.50e+02	0.593	0.59360147
training	CCCCCC	2.32e+02	5.00e+02	0.747	0.7483277
training	CCCCCC	2.90e+02	5.00e+02	0.7040000000000001	0.70565116
training	CCCCCC	3.48e+02	5.00e+02	0.664	0.6651102
training	CCCCCC	2.03e+02	7.50e+02	0.782	0.78055
training	CCCCCC	2.32e+02	7.50e+02	0.76	0.7593343
training	CCCCCC	2.61e+02	7.50e+02	0.7390000000000001	0.73905116
training	CCCCCC	2.90e+02	7.50e+02	0.718	0.7195754
training	CCCCCC	4.06e+02	7.50e+02	0.647	0.64791775
training	CCCCCC	2.03e+02	1.00e+03	0.787	0.78984696
training	CCCCCC	2.32e+02	1.00e+03	0.769	0.7696263
training	CCCCCC	2.90e+02	1.00e+03	0.732	0.7319732
training	CCCCCC	3.19e+02	1.00e+03	0.7140000000000001	0.71434975
training	CCCCCC	3.48e+02	1.00e+03	0.696	0.69742626
training	CCCCCC	3.77e+02	1.00e+03	0.68	0.6811372
training	CCC(C)(C)C	1.99e+02	1.00e+00	0.746	0.74580324
training	CCC(C)(C)C	2.26e+02	1.00e+00	0.7190000000000001	0.72044265
training	CCC(C)(C)C	2.54e+02	1.00e+00	0.6920000000000001	0.6938181
training	CCC(C)(C)C	3.36e+02	1.00e+00	0.608	0.6094482
training	CCC(C)(C)C	3.64e+02	1.00e+00	0.5760000000000001	0.5767533
training	CCC(C)(C)C	3.91e+02	1.00e+00	0.5429999999999999	0.542832
training	CCC(C)(C)C	1.99e+02	5.00e+01	0.7490000000000001	0.74853575
training	CCC(C)(C)C	2.26e+02	5.00e+01	0.723	0.72386473
training	CCC(C)(C)C	3.09e+02	5.00e+01	0.644	0.6458528
training	CCC(C)(C)C	3.36e+02	5.00e+01	0.617	0.618516
training	CCC(C)(C)C	3.64e+02	5.00e+01	0.5870000000000001	0.58842796
training	CCC(C)(C)C	3.91e+02	5.00e+01	0.556	0.55723256
training	CCC(C)(C)C	1.99e+02	1.00e+02	0.752	0.7511871
training	CCC(C)(C)C	2.26e+02	1.00e+02	0.727	0.7271365
training	CCC(C)(C)C	2.54e+02	1.00e+02	0.701	0.7022606
training	CCC(C)(C)C	2.81e+02	1.00e+02	0.6759999999999999	0.67802525
training	CCC(C)(C)C	3.09e+02	1.00e+02	0.6509999999999999	0.6523093
training	CCC(C)(C)C	3.64e+02	1.00e+02	0.597	0.5987376
training	CCC(C)(C)C	3.91e+02	1.00e+02	0.569	0.5702232
training	CCC(C)(C)C	1.99e+02	2.50e+02	0.76	0.7585124
